"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_kwh","kwh_charges","consumption_kw","kw_charges","other_charges"
"MARBLE HILL","BRONX","MARBLE HILL","BLD 06","AMR",,"49","638","B004900","MIXED FINANCE/LLC1","NY005020490P","NEW YORK POWER AUTHORITY","12242855","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787492","N","7771.86","GOV/NYC/068","Yes","71200","3594.8","0","0","4177.06"
"MARINER'S HARBOR","STATEN ISLAND","MARINER'S HARBOR","BLD 06","NONE",,"77","228","S007700","FEDERAL","NY005000770P","NEW YORK POWER AUTHORITY","12243892","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9296715","N","13857.09","GOV/NYC/068","Yes","90400","4724.3","160","1760","7372.79"
"MARLBORO","BROOKLYN","MARLBORO","BLD 27","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787069","N","2883.3","GOV/NYC/068","Yes","27200","1373.84","0","0","1509.46"
"MARLBORO","BROOKLYN","MARLBORO","BLD 08","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787068","N","2934.19","GOV/NYC/068","Yes","27680","1398.09","0","0","1536.1"
"MARLBORO","BROOKLYN","MARLBORO","BLD 26","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787070","N","3247.95","GOV/NYC/068","Yes","30640","1547.59","0","0","1700.36"
"MARLBORO","BROOKLYN","MARLBORO","BLD 23","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787079","N","2527.13","GOV/NYC/068","Yes","23840","1204.13","0","0","1323"
"MARLBORO","BROOKLYN","MARLBORO","BLD 22","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787082","N","3044.43","GOV/NYC/068","Yes","28720","1450.62","0","0","1593.81"
"MARLBORO","BROOKLYN","MARLBORO","BLD 24","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787081","N","3027.47","GOV/NYC/068","Yes","28560","1442.54","0","0","1584.93"
"MARLBORO","BROOKLYN","MARLBORO","BLD 13","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787088","N","3239.47","GOV/NYC/068","Yes","30560","1543.55","0","0","1695.92"
"MARLBORO","BROOKLYN","MARLBORO","BLD 12","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2787115","N","4944.02","GOV/NYC/068","Yes","46640","2355.74","0","0","2588.28"
"MARLBORO","BROOKLYN","MARLBORO","BLD 19","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788546","N","3688.93","GOV/NYC/068","Yes","34800","1757.71","0","0","1931.22"
"MARLBORO","BROOKLYN","MARLBORO","BLD 14","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788570","N","3146.2","GOV/NYC/068","Yes","29680","1499.11","0","0","1647.09"
"MARLBORO","BROOKLYN","MARLBORO","BLD 15","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788567","N","2866.34","GOV/NYC/068","Yes","27040","1365.76","0","0","1500.58"
"MARLBORO","BROOKLYN","MARLBORO","BLD 16","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788568","N","2925.71","GOV/NYC/068","Yes","27600","1394.05","0","0","1531.66"
"MARLBORO","BROOKLYN","MARLBORO","BLD 21","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789736","N","3010.51","GOV/NYC/068","Yes","28400","1434.45","0","0","1576.06"
"MARLBORO","BROOKLYN","MARLBORO","BLD 07","AMR",,"83","426","K008300","MIXED FINANCE/LLC1","NY005020830P","NEW YORK POWER AUTHORITY","12243556","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790350","N","1322.93","GOV/NYC/068","Yes","12480","630.35","0","0","692.58"
"MARSHALL PLAZA","MANHATTAN","MARSHALL PLAZA","BLD 01","AMR",,"344","754","M034400","FEDERAL","NY005010030P","NEW YORK POWER AUTHORITY","12243430","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4238405","N","5782.74","GOV/NYC/069","Yes","40600","2127.03","64","686.72","2968.99"
"MCKINLEY","BRONX","MCKINLEY","BLD 04","NONE",,"103","236","B010300","FEDERAL","NY005000590P","NEW YORK POWER AUTHORITY","12242989","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424012","N","21805.55","GOV/NYC/068","Yes","144000","7525.44","248","2728","11552.11"
"MCKINLEY","BRONX","MCKINLEY","BLD 05","INTERVAL",,"103","236","B010300","FEDERAL","NY005000590P","NEW YORK POWER AUTHORITY","12242990","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787451","N","8210.62","GOV/NYC/068","Yes","0","0","353.28","3886.08","4324.54"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II",,"AMR",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788084","N","2434.04","GOV/NYC/068","Yes","23040","1162.5","0","0","1271.54"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 20","AMR",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788436","N","1119.83","GOV/NYC/068","Yes","10600","534.83","0","0","585"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 21","AMR",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788437","N","1221.25","GOV/NYC/068","Yes","11560","583.27","0","0","637.98"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 16","AMR",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788465","N","2805.91","GOV/NYC/068","Yes","26560","1340.1","0","0","1465.81"
"STUYVESANT GARDENS I","BROOKLYN","STUYVESANT GARDENS I","BLD 05","NONE",,"221","337","K022100","FEDERAL","NY005012210P","NEW YORK POWER AUTHORITY","12243745","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","8631977","N","12473.21","GOV/NYC/068","Yes","79200","4138.99","150.4","1654.4","6679.82"
"STUYVESANT GARDENS I","BROOKLYN","STUYVESANT GARDENS I","BLD 03","NONE",,"221","337","K022100","FEDERAL","NY005012210P","NEW YORK POWER AUTHORITY","12243748","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9995882","N","11247.44","GOV/NYC/068","Yes","73440","3837.97","129.6","1425.6","5983.87"
"STUYVESANT GARDENS II","BROOKLYN","STUYVESANT GARDENS II","BLD 01","NONE",,"333","755","K033300","FEDERAL","NY005012210P","NEW YORK POWER AUTHORITY","12243870","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4242407","N","4874.32","GOV/NYC/069","Yes","33600","1760.3","54","579.42","2534.6"
"EAST NEW YORK CITY LINE","BROOKLYN","EAST NEW YORK CITY LINE","BLD 08","NONE",,"263","378","K026300","FEDERAL","NY005010700P","NEW YORK POWER AUTHORITY","12243574","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2778037","N","1216.54","GOV/NYC/069","Yes","7200","377.21","15.2","163.1","676.23"
"TAFT","MANHATTAN","TAFT","BLD 10 - Community Center","NONE","Community Center","97","261","M209700","FEDERAL","NY005010970P","NEW YORK POWER AUTHORITY","12243227","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9295097","N","2235.24","GOV/NYC/069","Yes","6160","322.72","37.6","403.45","1509.07"
"TAFT","MANHATTAN","TAFT","BLD 02","NONE",,"97","261","M009700","FEDERAL","NY005010970P","NEW YORK POWER AUTHORITY","12243229","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6647840","Y","17331.85","GOV/NYC/068","Yes","92800","4849.73","228","2508","9974.12"
"TAFT","MANHATTAN","TAFT","BLD 03","AMR",,"97","261","M009700","FEDERAL","NY005010970P","NEW YORK POWER AUTHORITY","12243230","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9295100","N","18712","GOV/NYC/068","Yes","129200","6751.99","204","2244","9716.01"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 09","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784459","N","364.09","GOV/NYC/068","Yes","0","0","30.36","364.09","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 08","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784460","N","1916.28","GOV/NYC/068","Yes","17680","893.59","0","0","1022.69"
"TELLER AVENUE-EAST 166TH STREET","BRONX","TELLER AVENUE-EAST 166TH STREET","BLD 01","NONE",,"223","344","B022300","FEDERAL","NY005013080P","NEW YORK POWER AUTHORITY","12242965","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9985712","N","8380.46","GOV/NYC/068","Yes","50000","2613","104","1144","4623.46"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","NONE",,"268","387","M026800","FEDERAL","NY005011270P","NEW YORK POWER AUTHORITY","12243239","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2780603","N","3834.11","GOV/NYC/069","Yes","25280","1324.42","44.8","480.7","2028.99"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 08","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784461","N","565.8","GOV/NYC/068","Yes","0","0","47.18","565.8","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 08","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784460","N","374.16","GOV/NYC/068","Yes","0","0","31.2","374.16","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 12","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784463","N","474.9","GOV/NYC/068","Yes","0","0","39.6","474.9","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 13","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784464","N","462.79","GOV/NYC/068","Yes","0","0","38.59","462.79","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 02","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784499","N","2075.16","GOV/NYC/068","Yes","0","0","173.04","2075.16","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 06","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784500","N","819.68","GOV/NYC/068","Yes","0","0","68.35","819.68","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 03","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784502","N","3577.56","GOV/NYC/068","Yes","0","0","298.32","3577.56","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 01","INTERVAL",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784545","N","1867.93","GOV/NYC/068","Yes","0","0","155.76","1867.93","0"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 13","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784464","N","2414.86","GOV/NYC/068","Yes","22280","1126.08","0","0","1288.78"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 10","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784465","N","2410.53","GOV/NYC/068","Yes","22240","1124.06","0","0","1286.47"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 02","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784499","N","11098.82","GOV/NYC/068","Yes","102400","5175.52","0","0","5923.3"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 06","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784500","N","4769.03","GOV/NYC/068","Yes","44000","2223.86","0","0","2545.17"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 01","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784545","N","9321.28","GOV/NYC/068","Yes","86000","4346.63","0","0","4974.65"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 04","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784546","N","1534.76","GOV/NYC/068","Yes","14160","715.68","0","0","819.08"
"MORRISANIA AIR RIGHTS","BRONX","MORRISANIA AIR RIGHTS","BLD 02","NONE",,"267","385","B026700","FEDERAL","NY005012670P","NEW YORK POWER AUTHORITY","12242941","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2779437","N","17670.42","GOV/NYC/068","Yes","109200","5706.79","212","2332","9631.63"
"TWO BRIDGES URA (SITE 7)","MANHATTAN","TWO BRIDGES URA (SITE 7)","BLD 01","AMR",,"266","389","M026600","FEDERAL","NY005010760P","NEW YORK POWER AUTHORITY","12243193","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2785739","N","21570.03","GOV/NYC/068","Yes","192000","10033.92","0","0","11536.11"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 07","INTERVAL",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784565","N","1064.11","GOV/NYC/068","Yes","0","0","45.6","501.6","562.51"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 08","INTERVAL",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784566","N","1525.71","GOV/NYC/068","Yes","0","0","65.38","719.18","806.53"
"UNITY PLAZA (SITES 4-27)","BROOKLYN","UNITY PLAZA (SITES 04-27)","BLD 04","NONE",,"261","318","K026100","FEDERAL","NY005012610P","NEW YORK POWER AUTHORITY","12243483","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","7754297","N","13350.73","GOV/NYC/068","Yes","84480","4414.92","160","1760","7175.81"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 02","INTERVAL",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790019","N","1039.38","GOV/NYC/068","Yes","0","0","44.54","489.94","549.44"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 09","INTERVAL",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784564","N","1707.03","GOV/NYC/068","Yes","0","0","73.15","804.65","902.38"
"HARRISON AVENUE REHAB (GROUP B)","BRONX","HARRISON AVENUE REHAB (GROUP B)","BLD 03","NONE",,"547","773","B054700","FEDERAL","NY005013410P","NEW YORK POWER AUTHORITY","12243109","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424269","N","1749.63","GOV/NYC/069","Yes","10800","565.81","22.8","244.64","939.18"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE","APT 02B - Management Office","343","757","M034300","FEDERAL","NY005012410P","NEW YORK POWER AUTHORITY","12243259","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9923375","N","72.75","GOV/NYC/062","Yes","204","16","0","0","56.75"
"UPACA (SITE 6)","MANHATTAN","UPACA (SITE 6)","BLD 01","NONE",,"355","760","M035500","FEDERAL","NY005012410P","NEW YORK POWER AUTHORITY","12243248","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4776056","N","104.31","GOV/NYC/062","Yes","306","24.01","0","0","80.3"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","NONE",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","NEW YORK POWER AUTHORITY","12243392","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4239551","N","16439.13","GOV/NYC/068","Yes","110400","5769.5","184","2024","8645.63"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 01","INTERVAL",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787559","N","893.76","GOV/NYC/068","Yes","0","0","38.3","421.3","472.46"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 16","NONE","BLD 16","302","565","K030200","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243781","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2813175","N","284.77","GOV/NYC/069","Yes","2052","107.5","3.06","32.83","144.44"
"WAGNER","MANHATTAN","WAGNER","BLD 17","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1498713","N","501.17","GOV/NYC/068","Yes","0","0","40.22","501.17","0"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 06","INTERVAL",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784584","N","940.91","GOV/NYC/068","Yes","0","0","40.32","443.52","497.39"
"WAGNER","MANHATTAN","WAGNER","BLD 09","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784475","N","2461.26","GOV/NYC/068","Yes","0","0","197.52","2461.26","0"
"WAGNER","MANHATTAN","WAGNER","BLD 21","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784516","N","1216.55","GOV/NYC/068","Yes","0","0","97.63","1216.55","0"
"WAGNER","MANHATTAN","WAGNER","BLD 20","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784518","N","1577.79","GOV/NYC/068","Yes","0","0","126.62","1577.79","0"
"COOPER PARK","BROOKLYN","COOPER PARK","BLD 11","INTERVAL",,"69","223","K006900","FEDERAL","NY005000690P","NEW YORK POWER AUTHORITY","12243543","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784607","N","1363.74","GOV/NYC/068","Yes","0","0","58.44","642.84","720.9"
"WAGNER","MANHATTAN","WAGNER","BLD 12","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784539","N","1151.38","GOV/NYC/068","Yes","0","0","92.4","1151.38","0"
"WAGNER","MANHATTAN","WAGNER","BLD 10","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784541","N","456.32","GOV/NYC/068","Yes","0","0","36.62","456.32","0"
"WAGNER","MANHATTAN","WAGNER","BLD 11","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784542","N","529.96","GOV/NYC/068","Yes","0","0","42.53","529.96","0"
"MORRIS I","BRONX","MORRIS I","BLD 07","AMR",,"102","239","B010200","FEDERAL","NY005011020P","NEW YORK POWER AUTHORITY","12242842","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786051","N","23210.31","GOV/NYC/068","Yes","207600","10849.18","0","0","12361.13"
"WAGNER","MANHATTAN","WAGNER","BLD 18","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784549","N","1368.45","GOV/NYC/068","Yes","0","0","109.82","1368.45","0"
